Column1,Category,Medicine name,Therapeutic area,International non-proprietary name (INN) / common name,Active substance,Product number,Patient safety,Authorisation status,ATC code,Additional monitoring,Generic,Conditional approval,Exceptional circumstances,Accelerated assessment,Orphan medicine,Marketing authorisation date,Date of refusal of marketing authorisation,Marketing authorisation holder/company name,Human pharmacotherapeutic group,Date of opinion,Decision date,Revision number,Condition / indication,First published,Revision date,URL,InChI_Keys,PDF_URL
1014,Human,Pregabalin Accord,Anxiety Disorders;  Epilepsy,pregabalin,['PREGABALIN'],EMEA/H/C/004024,no,Authorised,N03AX16,no,yes,no,no,no,no,28/08/2015,,Accord Healthcare S.L.U.,"Antiepileptics, ",25/06/2015,09/01/2023,15,EpilepsyPregabalin Accord is indicated as adjunctive therapy in adults with partial seizures with or without secondary generalisation.Generalised Anxiety DisorderPregabalin Accord is indicated for the treatment of Generalised Anxiety Disorder (GAD) in adults.,05/02/2018,09/01/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/pregabalin-accord,['AYXYPKUFHZROOJ-ZETCQYMHSA-N'],https://www.ema.europa.eu/en/documents/product-information/pregabalin-accord-epar-product-information_en.pdf
1016,Human,Ibandronic acid Accord,Wounds and Injuries;  Breast Diseases;  Neoplastic Processes;  Calcium Metabolism Disorders;  Water-Electrolyte Imbalance,ibandronic acid,['IBANDRONIC ACID'],EMEA/H/C/002638,no,Authorised,M05BA06,no,yes,no,no,no,no,18/11/2012,,Accord Healthcare S.L.U.,Drugs for treatment of bone diseases,,05/01/2023,14,"Ibandronic acid is indicated in adults forPrevention of skeletal events (pathological fractures, bone complications requiring radiotherapy or surgery) in patients with breast cancer and bone metastases.Treatment of tumour induced hypercalcaemia with or without metastases.Treatment of osteoporosis in postmenopausal women at increased risk of fracture (see section 5.1).A reduction in the risk of vertebral fractures has been demonstrated, efficacy on femoral neck fractures has not been established.",18/09/2017,05/01/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/ibandronic-acid-accord,['MPBVHIBUJCELCL-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/ibandronic-acid-accord-epar-product-information_en.pdf
1017,Human,Bretaris Genuair,"Pulmonary Disease, Chronic Obstructive",aclidinium bromide,['ACLIDINIUM BROMIDE'],EMEA/H/C/002706,no,Authorised,R03BB,yes,no,no,no,no,no,20/07/2012,,Covis Pharma Europe B.V.,"Drugs for obstructive airway diseases, ",,16/12/2022,18,Bretaris Genuair is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,18/05/2018,05/01/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/bretaris-genuair,['XLAKJQPTOJHYDR-QTQXQZBYSA-M'],https://www.ema.europa.eu/en/documents/product-information/bretaris-genuair-epar-product-information_en.pdf
1018,Human,Viread,"Hepatitis B, Chronic;  HIV Infections",tenofovir disoproxil,['TENOFOVIR DISOPROXIL FUMARATE'],EMEA/H/C/000419,no,Authorised,J05AF07,no,no,no,no,no,no,04/02/2002,,Gilead Sciences Ireland UC,Antivirals for systemic use,19/03/2008,20/12/2022,58,"HIV 1 infectionViread 123 mg film coated tablets are indicated in combination with other antiretroviral medicinal products for the treatment of HIV 1 infected paediatric patients, with NRTI resistance or toxicities precluding the use of first line agents, aged 6 to < 12 years who weigh from 17 kg to less than 22 kg.The choice of Viread to treat antiretroviral experienced patients with HIV 1 infection should be based on individual viral resistance testing and/or treatment history of patients.Hepatitis B infectionViread 123 mg film coated tablets are indicated for the treatment of chronic hepatitis B in paediatric patients aged 6 to < 12 years who weigh from 17 kg to less than 22 kg, withcompensated liver disease and evidence of immune active disease, i.e. active viral replication and persistently elevated serum ALT levels, or histological evidence of moderate to severe inflammation and/or fibrosis.  With respect to the decision to initiate treatment in paediatric patients, see sections 4.2, 4.4, 4.8 and 5.1.HIV 1 infectionViread 163 mg film coated tablets are indicated in combination with other antiretroviral medicinal products for the treatment of HIV 1 infected paediatric patients, with NRTI resistance or toxicities precluding the use of first line agents, aged 6 to < 12 years who weigh from 22 kg to less than 28 kg.The choice of Viread to treat antiretroviral experienced patients with HIV 1 infection should be based on individual viral resistance testing and/or treatment history of patients.Hepatitis B infectionViread 163 mg film coated tablets are indicated for the treatment of chronic hepatitis B in paediatric patients aged 6 to < 12 years who weigh from 22 kg to less than 28 kg, with:compensated liver disease and evidence of immune active disease, i.e. active viral replication and persistently elevated serum ALT levels, or histological evidence of moderate to severe inflammation and/or fibrosis.  With respect to the decision to initiate treatment in paediatric patients, see sections 4.2, 4.4, 4.8 and 5.1.HIV 1 infectionViread 204 mg film coated tablets are indicated in combination with other antiretroviral medicinal products for the treatment of HIV 1 infected paediatric patients, with NRTI resistance or toxicities precluding the use of first line agents, aged 6 to < 12 years who weigh from 28 kg to less than 35 kg.The choice of Viread to treat antiretroviral experienced patients with HIV 1 infection should be based on individual viral resistance testing and/or treatment history of patients.Hepatitis B infectionViread 204 mg film coated tablets are indicated for the treatment of chronic hepatitis B in paediatric patients aged 6 to < 12 years who weigh from 28 kg to less than 35 kg, with:compensated liver disease and evidence of immune active disease, i.e. active viral replication and persistently elevated serum ALT levels or histological evidence of moderate to severe inflammation and/or fibrosis.  With respect to the decision to initiate treatment in paediatric patients, see sections 4.2, 4.4, 4.8 and 5.1.HIV 1 infectionViread 245 mg film coated tablets are indicated in combination with other antiretroviral medicinal products for the treatment of HIV 1 infected adults.In adults, the demonstration of the benefit of Viread in HIV 1 infection is based on results of one study in treatment naïve patients, including patients with a high viral load (> 100,000 copies/ml) and studies in which Viread was added to stable background therapy (mainly tritherapy) in antiretroviral pre-treated patients experiencing early virological failure (< 10,000 copies/ml, with the majority of patients having < 5,000 copies/ml).Viread 245 mg film coated tablets are also indicated for the treatment of HIV 1 infected adolescents, with NRTI resistance or toxicities precluding the use of first line agents, aged 12 to < 18 years.The choice of Viread to treat antiretroviral experienced patients with HIV 1 infection should be based on individual viral resistance testing and/or treatment history of patients.Hepatitis B infectionViread 245 mg film coated tablets are indicated for the treatment of chronic hepatitis B in adults with:compensated liver disease, with evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active inflammation and/or fibrosis (see section 5.1).evidence of lamivudine resistant hepatitis B virus (see sections 4.8 and 5.1).decompensated liver disease (see sections 4.4, 4.8 and 5.1).Viread 245 mg film coated tablets are indicated for the treatment of chronic hepatitis B in adolescents 12 to < 18 years of age with:compensated liver disease and evidence of immune active disease, i.e. active viral replication and persistently elevated serum ALT levels, or histological evidence of moderate to severe inflammation and/or fibrosis.  With respect to the decision to initiate treatment in paediatric patients, see sections 4.2, 4.4, 4.8 and 5.1.HIV 1 infectionViread 33 mg/g granules are indicated in combination with other antiretroviral medicinal products for the treatment of HIV 1 infected paediatric patients, with NRTI resistance or toxicities precluding the use of first line agents, from 2 to < 6 years of age, and above 6 years of age for whom a solid dosage form is not appropriate.Viread 33 mg/g granules are also indicated in combination with other antiretroviral medicinal products for the treatment of HIV 1 infected adults for whom a solid dosage form is not appropriate.In adults, the demonstration of the benefit of Viread in HIV 1 infection is based on results of one study in treatment naïve patients, including patients with a high viral load (> 100,000 copies/ml) and studies in which Viread was added to stable background therapy (mainly tritherapy) in antiretroviral pre-treated patients experiencing early virological failure (< 10,000 copies/ml, with the majority of patients having < 5,000 copies/ml).The choice of Viread to treat antiretroviral experienced patients with HIV 1 infection should be based on individual viral resistance testing and/or treatment history of patients.Hepatitis B infectionViread 33 mg/g granules are indicated for the treatment of chronic hepatitis B in adults for whom a solid dosage form is not appropriate with:compensated liver disease, with evidence of active viral replication, persistently elevated serum alanine aminotransferase (ALT) levels and histological evidence of active inflammation and/or fibrosis (see section 5.1).evidence of lamivudine resistant hepatitis B virus (see sections 4.8 and 5.1).decompensated liver disease (see sections 4.4, 4.8 and 5.1).Viread 33 mg/g granules are also indicated for the treatment of chronic hepatitis B in paediatric patients2 to < 18 years of age for whom a solid dosage form is not appropriate with:compensated liver disease and evidence of immune active disease, i.e. active viral replication, and persistently elevated serum ALT levels, or histological evidence of moderate to severe inflammation and/or fibrosis.  With respect to the decision to initiate treatment in paediatric patients, see sections 4.2, 4.4, 4.8 and 5.1.",19/07/2018,04/01/2023,https://www.ema.europa.eu/en/medicines/human/EPAR/viread,['VCMJCVGFSROFHV-WZGZYPNHSA-N'],https://www.ema.europa.eu/en/documents/product-information/viread-epar-product-information_en.pdf
1019,Human,Quinsair,Cystic Fibrosis;  Respiratory Tract Infections,levofloxacin,['LEVOFLOXACIN'],EMEA/H/C/002789,no,Authorised,J01MA12,yes,no,no,no,no,no,25/03/2015,,Chiesi Farmaceutici S.p.A,"Antibacterials for systemic use, ",18/12/2014,23/11/2022,15,Quinsair is indicated for the management of chronic pulmonary infections due to Pseudomonas aeruginosa in adult patients with cystic fibrosis.Consideration should be given to official guidance on the appropriate use of antibacterial agents.,07/06/2018,22/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/quinsair,['GSDSWSVVBLHKDQ-JTQLQIEISA-N'],https://www.ema.europa.eu/en/documents/product-information/quinsair-epar-product-information_en.pdf
1022,Human,Dimethyl fumarate Teva,"Multiple Sclerosis, Relapsing-Remitting;  Multiple Sclerosis",dimethyl fumarate,['DIMETHYL FUMARATE'],EMEA/H/C/005963,no,Authorised,L04AX07,no,yes,no,no,no,no,12/12/2022,,Teva GmbH,Immunosuppressants,13/10/2022,12/12/2022,,Dimethyl fumarate Teva is indicated for the treatment of adult and paediatric patients aged 13 years and older with relapsing remitting multiple sclerosis (RRMS).,12/10/2022,21/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/dimethyl-fumarate-teva,['LDCRTTXIJACKKU-ONEGZZNKSA-N'],https://www.ema.europa.eu/en/documents/product-information/dimethyl-fumarate-teva-epar-product-information_en.pdf
1024,Human,Olanzapine Glenmark Europe,Schizophrenia;  Bipolar Disorder,olanzapine,['OLANZAPINE'],EMEA/H/C/001086,no,Authorised,N05AH03,no,yes,no,no,no,no,03/12/2009,,Glenmark Arzneimittel GmbH,Psycholeptics,,20/12/2022,14,"AdultsOlanzapine is indicated for the treatment of schizophrenia.Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response.Olanzapine is indicated for the treatment of moderate to severe manic episode. In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder.",23/10/2017,20/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-glenmark-europe,['KVWDHTXUZHCGIO-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/olanzapine-glenmark-europe-epar-product-information_en.pdf
1025,Human,Olanzapine Glenmark,Schizophrenia;  Bipolar Disorder,olanzapine,['OLANZAPINE'],EMEA/H/C/001085,no,Authorised,N05AH03,no,yes,no,no,no,no,03/12/2009,,Glenmark Arzneimittel GmbH,Psycholeptics,,20/12/2022,15,"AdultsOlanzapine is indicated for the treatment of schizophrenia.Olanzapine is effective in maintaining the clinical improvement during continuation therapy in patients who have shown an initial treatment response.Olanzapine is indicated for the treatment of moderate to severe manic episode. In patients whose manic episode has responded to olanzapine treatment, olanzapine is indicated for the prevention of recurrence in patients with bipolar disorder.",23/02/2017,20/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/olanzapine-glenmark,['KVWDHTXUZHCGIO-UHFFFAOYSA-N'],https://www.ema.europa.eu/en/documents/product-information/olanzapine-glenmark-epar-product-information_en.pdf
1028,Human,Simbrinza,"Ocular Hypertension;  Glaucoma, Open-Angle","brinzolamide, brimonidine tartrate","['BRINZOLAMIDE', 'BRIMONIDINE TARTRATE']",EMEA/H/C/003698,no,Authorised,S01EC54,no,no,no,no,no,no,18/07/2014,,Novartis Europharm Limited,Ophthalmologicals,22/05/2014,10/12/2022,10,Decrease of elevated intraocular pressure (IOP) in adult patients with open-angle glaucoma or ocular hypertension for whom monotherapy provides insufficient IOP reduction.,23/08/2018,19/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/simbrinza,"['HCRKCZRJWPKOAR-JTQLQIEISA-N', 'QZHBYNSSDLTCRG-LREBCSMRSA-N']",https://www.ema.europa.eu/en/documents/product-information/simbrinza-epar-product-information_en.pdf
1029,Human,Posaconazole Accord,Mycoses,posaconazole,['POSACONAZOLE'],EMEA/H/C/005005,no,Authorised,J02AC04,no,yes,no,no,no,no,25/07/2019,,Accord Healthcare S.L.U.,Antimycotics for systemic use,29/05/2019,16/12/2022,7,"Posaconazole Accord is indicated for use in the treatment of the following fungal infections in adults:Invasive aspergillosis;Fusariosis in patients with disease that is refractory to amphotericin B or in patients who are intolerant of amphotericin B;Chromoblastomycosis and mycetoma in patients with disease that is refractory to itraconazole or in patients who are intolerant of itraconazole;Coccidioidomycosis in patients with disease that is refractory to amphotericin B, itraconazole or fluconazole or in patients who are intolerant of these medicinal products.Refractoriness is defined as progression of infection or failure to improve after a minimum of 7 days of prior therapeutic doses of effective antifungal therapy.Posaconazole Accord is also indicated for prophylaxis of invasive fungal infections in the following patients: Patients receiving remission-induction chemotherapy for acute myelogenous leukemia (AML) or myelodysplastic syndromes (MDS) expected to result in prolonged neutropenia and who are at high risk of developing invasive fungal infections;Hematopoietic stem cell transplant (HSCT) recipients who are undergoing high-dose immunosuppressive therapy for graft versus host disease and who are at high risk of developing invasive fungal infections.",28/08/2019,19/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/posaconazole-accord,['RAGOYPUPXAKGKH-XAKZXMRKSA-N'],https://www.ema.europa.eu/en/documents/product-information/posaconazole-accord-epar-product-information_en.pdf
1030,Human,Axumin,Prostatic Neoplasms;  Radionuclide Imaging,fluciclovine (18F),['FLUCICLOVINE (18F)'],EMEA/H/C/004197,no,Authorised,V09IX12,no,no,no,no,no,no,21/05/2017,,Blue Earth Diagnostics Ireland Ltd,Diagnostic radiopharmaceuticals,22/03/2017,16/12/2022,16,This medicinal product is for diagnostic use only.Axumin is indicated for Positron Emission Tomography (PET) imaging to detect recurrence of prostate cancer in adult men with a suspected recurrence based on elevated blood prostate specific antigen (PSA) levels after primary curative treatment.,11/06/2018,19/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/axumin,['NTEDWGYJNHZKQW-DGMDOPGDSA-N'],https://www.ema.europa.eu/en/documents/product-information/axumin-epar-product-information_en.pdf
1033,Human,Ammonaps,Ornithine Carbamoyltransferase Deficiency Disease;  Citrullinemia;  Carbamoyl-Phosphate Synthase I Deficiency Disease,sodium phenylbutyrate,['SODIUM PHENYLBUTYRATE'],EMEA/H/C/000219,no,Authorised,A16AX03,no,no,no,no,no,no,07/12/1999,,Immedica Pharma AB,"Other alimentary tract and metabolism products, ",,12/12/2022,21,"Ammonaps is indicated as adjunctive therapy in the chronic management of urea cycle disorders, involving deficiencies of carbamylphosphate synthetase, ornithine transcarbamylase orargininosuccinate synthetase.It is indicated in all patients with neonatal-onset presentation (complete enzyme deficiencies, presenting within the first 28 days of life). It is also indicated in patients with late-onset disease(partial enzyme deficiencies, presenting after the first month of life) who have a history of hyperammonaemic encephalopathy.",28/06/2017,16/12/2022,https://www.ema.europa.eu/en/medicines/human/EPAR/ammonaps,['VPZRWNZGLKXFOE-UHFFFAOYSA-M'],https://www.ema.europa.eu/en/documents/product-information/ammonaps-epar-product-information_en.pdf
