Column2,Column1,active_PSS,product,Substance_Name,Substance_Type,Molecular_Formula,Molecular_Weight,Inchikey,Comment,Created_Date,Last_Updated_Date,External_Code_XEVMPD,External_Code_SVG,External_Code_UNII,pss_inchi,IsomericSMILES
784,784,VOXILAPREVIR,670,VOXILAPREVIR,Chemical,C40H52F4N6O9S,,MZBLZLWXUBZHSL-FZNJKFJKSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB185303,1,0570F37359,"InChI=1S/C40H52F4N6O9S/c1-7-22-27-19-50(28(22)32(51)48-39(18-23(39)31(41)42)35(53)49-60(55,56)38(5)14-15-38)34(52)30(37(2,3)4)47-36(54)59-26-16-20(26)10-8-9-13-40(43,44)29-33(58-27)46-25-17-21(57-6)11-12-24(25)45-29/h11-12,17,20,22-23,26-28,30-31H,7-10,13-16,18-19H2,1-6H3,(H,47,54)(H,48,51)(H,49,53)/t20-,22-,23+,26-,27+,28+,30-,39-/m1/s1",CC[C@@H]1[C@@H]2CN([C@@H]1C(=O)N[C@@]3(C[C@H]3C(F)F)C(=O)NS(=O)(=O)C4(CC4)C)C(=O)[C@@H](NC(=O)O[C@@H]5C[C@H]5CCCCC(C6=NC7=C(C=C(C=C7)OC)N=C6O2)(F)F)C(C)(C)C
785,785,LEDIPASVIR,671,LEDIPASVIR,Chemical,C49H54F2N8O6,,VRTWBAAJJOHBQU-KMWAZVGDSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB120165,1,013TE6E4WV,"InChI=1S/C49H54F2N8O6/c1-24(2)39(56-46(62)64-5)44(60)58-23-48(15-16-48)21-38(58)42-52-22-37(55-42)28-9-13-32-31-12-8-26(18-33(31)49(50,51)34(32)19-28)27-10-14-35-36(20-27)54-43(53-35)41-29-7-11-30(17-29)59(41)45(61)40(25(3)4)57-47(63)65-6/h8-10,12-14,18-20,22,24-25,29-30,38-41H,7,11,15-17,21,23H2,1-6H3,(H,52,55)(H,53,54)(H,56,62)(H,57,63)/t29-,30+,38-,39-,40-,41-/m0/s1",CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC
786,786,SOFOSBUVIR,671,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
787,787,LEDIPASVIR,672,LEDIPASVIR,Chemical,C49H54F2N8O6,,VRTWBAAJJOHBQU-KMWAZVGDSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB120165,1,013TE6E4WV,"InChI=1S/C49H54F2N8O6/c1-24(2)39(56-46(62)64-5)44(60)58-23-48(15-16-48)21-38(58)42-52-22-37(55-42)28-9-13-32-31-12-8-26(18-33(31)49(50,51)34(32)19-28)27-10-14-35-36(20-27)54-43(53-35)41-29-7-11-30(17-29)59(41)45(61)40(25(3)4)57-47(63)65-6/h8-10,12-14,18-20,22,24-25,29-30,38-41H,7,11,15-17,21,23H2,1-6H3,(H,52,55)(H,53,54)(H,56,62)(H,57,63)/t29-,30+,38-,39-,40-,41-/m0/s1",CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC
788,788,SOFOSBUVIR,672,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
789,789,SOFOSBUVIR,673,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
790,790,VELPATASVIR,673,VELPATASVIR,Chemical,C49H54N8O8,,FHCUMDQMBHQXKK-CDIODLITSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB180213,1,KCU0C7RS7Z,"InChI=1S/C49H54N8O8/c1-26(2)41(54-48(60)63-5)47(59)57-27(3)12-17-38(57)45-51-36-16-14-30-20-35-33-15-13-31(19-32(33)25-65-40(35)21-34(30)43(36)53-45)37-22-50-44(52-37)39-18-28(24-62-4)23-56(39)46(58)42(55-49(61)64-6)29-10-8-7-9-11-29/h7-11,13-16,19-22,26-28,38-39,41-42H,12,17-18,23-25H2,1-6H3,(H,50,52)(H,51,53)(H,54,60)(H,55,61)/t27-,28-,38-,39-,41-,42+/m0/s1",C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC
791,791,SOFOSBUVIR,674,SOFOSBUVIR,Chemical,C22H29FN3O9P,,TTZHDVOVKQGIBA-IQWMDFIBSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB121170,1,WJ6CA3ZU8B,"InChI=1S/C22H29FN3O9P/c1-13(2)33-19(29)14(3)25-36(31,35-15-8-6-5-7-9-15)32-12-16-18(28)22(4,23)20(34-16)26-11-10-17(27)24-21(26)30/h5-11,13-14,16,18,20,28H,12H2,1-4H3,(H,25,31)(H,24,27,30)/t14-,16+,18+,20+,22+,36-/m0/s1",C[C@@H](C(=O)OC(C)C)N[P@](=O)(OC[C@@H]1[C@H]([C@@]([C@@H](O1)N2C=CC(=O)NC2=O)(C)F)O)OC3=CC=CC=C3
792,792,VELPATASVIR,674,VELPATASVIR,Chemical,C49H54N8O8,,FHCUMDQMBHQXKK-CDIODLITSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB180213,1,KCU0C7RS7Z,"InChI=1S/C49H54N8O8/c1-26(2)41(54-48(60)63-5)47(59)57-27(3)12-17-38(57)45-51-36-16-14-30-20-35-33-15-13-31(19-32(33)25-65-40(35)21-34(30)43(36)53-45)37-22-50-44(52-37)39-18-28(24-62-4)23-56(39)46(58)42(55-49(61)64-6)29-10-8-7-9-11-29/h7-11,13-16,19-22,26-28,38-39,41-42H,12,17-18,23-25H2,1-6H3,(H,50,52)(H,51,53)(H,54,60)(H,55,61)/t27-,28-,38-,39-,41-,42+/m0/s1",C[C@H]1CC[C@H](N1C(=O)[C@H](C(C)C)NC(=O)OC)C2=NC3=C(N2)C=CC4=CC5=C(C=C43)OCC6=C5C=CC(=C6)C7=CN=C(N7)[C@@H]8C[C@@H](CN8C(=O)[C@@H](C9=CC=CC=C9)NC(=O)OC)COC
793,793,MYCOPHENOLATE MOFETIL,675,MYCOPHENOLATE MOFETIL,Chemical,C23H31NO7,,RTGDFNSFWBGLEC-SYZQJQIISA-N,,25/07/2019 11:55,20/12/2023 16:17,SUB03360MIG,1,9242ECW6R0,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
794,794,MYCOPHENOLATE MOFETIL,676,MYCOPHENOLATE MOFETIL,Chemical,C23H31NO7,,RTGDFNSFWBGLEC-SYZQJQIISA-N,,25/07/2019 11:55,20/12/2023 16:17,SUB03360MIG,1,9242ECW6R0,"InChI=1S/C23H31NO7/c1-15(5-7-19(25)30-13-10-24-8-11-29-12-9-24)4-6-17-21(26)20-18(14-31-23(20)27)16(2)22(17)28-3/h4,26H,5-14H2,1-3H3/b15-4+",CC1=C2COC(=O)C2=C(C(=C1OC)C/C=C(\C)/CCC(=O)OCCN3CCOCC3)O
795,795,ACLIDINIUM BROMIDE,677,ACLIDINIUM BROMIDE,Chemical,C26H30NO4S2.Br,,XLAKJQPTOJHYDR-QTQXQZBYSA-M,,25/07/2019 11:55,01/08/2023 06:31,SUB71687,1,UQW7UF9N91,"InChI=1S/C26H30NO4S2.BrH/c28-25(26(29,23-9-4-17-32-23)24-10-5-18-33-24)31-22-19-27(14-11-20(22)12-15-27)13-6-16-30-21-7-2-1-3-8-21;/h1-5,7-10,17-18,20,22,29H,6,11-16,19H2;1H/q+1;/p-1/t20?,22-,27?;/m0./s1",C1C[N+]2(CCC1[C@H](C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5.[Br-]
796,796,FORMOTEROL FUMARATE DIHYDRATE,677,FORMOTEROL FUMARATE DIHYDRATE,Chemical,2C19H24N2O4.C4H4O4.2H2O,,RATSWNOMCHFQGJ-AYJOUMQSSA-N,,25/07/2019 11:55,18/12/2023 14:03,SUB25660,1,W34SHF8J2K,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O
797,797,GLYCOPYRRONIUM BROMIDE,678,GLYCOPYRRONIUM BROMIDE,Chemical,C19H28NO3.Br,,VPNYRYCIDCJBOM-QQTWVUFVSA-M,,25/07/2019 11:55,18/12/2023 14:28,SUB07951MIG,1,V92SO9WP2I,"InChI=1S/C19H28NO3.BrH/c1-20(2)13-12-17(14-20)23-18(21)19(22,16-10-6-7-11-16)15-8-4-3-5-9-15;/h3-5,8-9,16-17,22H,6-7,10-14H2,1-2H3;1H/q+1;/p-1/t17-,19-;/m0./s1",C[N+]1(CC[C@@H](C1)OC(=O)[C@@](C2CCCC2)(C3=CC=CC=C3)O)C.[Br-]
798,798,FORMOTEROL FUMARATE DIHYDRATE,678,FORMOTEROL FUMARATE DIHYDRATE,Chemical,2C19H24N2O4.C4H4O4.2H2O,,RATSWNOMCHFQGJ-AYJOUMQSSA-N,,25/07/2019 11:55,18/12/2023 14:03,SUB25660,1,W34SHF8J2K,"InChI=1S/2C19H24N2O4.C4H4O4.2H2O/c2*1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22;5-3(6)1-2-4(7)8;;/h2*3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22);1-2H,(H,5,6)(H,7,8);2*1H2/b;;2-1+;;/t2*13-,19+;;;/m11.../s1",C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C[C@H](CC1=CC=C(C=C1)OC)NC[C@@H](C2=CC(=C(C=C2)O)NC=O)O.C(=C/C(=O)O)\C(=O)O.O.O
799,799,ABIRATERONE ACETATE,679,ABIRATERONE ACETATE,Chemical,C26H33NO2,,UVIQSJCZCSLXRZ-UBUQANBQSA-N,,25/07/2019 11:55,21/12/2023 11:41,SUB31647,1,EM5OCB9YJ6,"InChI=1S/C26H33NO2/c1-17(28)29-20-10-12-25(2)19(15-20)6-7-21-23-9-8-22(18-5-4-14-27-16-18)26(23,3)13-11-24(21)25/h4-6,8,14,16,20-21,23-24H,7,9-13,15H2,1-3H3/t20-,21-,23-,24-,25-,26+/m0/s1",CC(=O)O[C@H]1CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CC=C2C1)CC=C4C5=CN=CC=C5)C)C
800,800,SIROLIMUS,680,SIROLIMUS,Chemical,C51H79NO13,,QFJCIRLUMZQUOT-HPLJOQBZSA-N,,25/07/2019 11:55,31/07/2023 11:00,SUB10537MIG,1,W36ZG6FT64,"InChI=1S/C51H79NO13/c1-30-16-12-11-13-17-31(2)42(61-8)28-38-21-19-36(7)51(60,65-38)48(57)49(58)52-23-15-14-18-39(52)50(59)64-43(33(4)26-37-20-22-40(53)44(27-37)62-9)29-41(54)32(3)25-35(6)46(56)47(63-10)45(55)34(5)24-30/h11-13,16-17,25,30,32-34,36-40,42-44,46-47,53,56,60H,14-15,18-24,26-29H2,1-10H3/b13-11+,16-12+,31-17+,35-25+/t30-,32-,33-,34-,36-,37+,38+,39+,40-,42+,43+,44-,46-,47+,51-/m1/s1",C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC
801,801,SAQUINAVIR MESILATE,681,SAQUINAVIR MESILATE,Chemical,C38H50N6O5.CH4O3S,,IRHXGOXEBNJUSN-YOXDLBRISA-N,,25/07/2019 11:55,07/09/2023 09:47,SUB12572MIG,1,UHB9Z3841A,"InChI=1S/C38H50N6O5.CH4O3S/c1-38(2,3)43-37(49)32-20-26-14-7-8-15-27(26)22-44(32)23-33(45)30(19-24-11-5-4-6-12-24)41-36(48)31(21-34(39)46)42-35(47)29-18-17-25-13-9-10-16-28(25)40-29;1-5(2,3)4/h4-6,9-13,16-18,26-27,30-33,45H,7-8,14-15,19-23H2,1-3H3,(H2,39,46)(H,41,48)(H,42,47)(H,43,49);1H3,(H,2,3,4)/t26-,27+,30-,31-,32-,33+;/m0./s1",CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O
802,802,ULIPRISTAL ACETATE,682,ULIPRISTAL ACETATE,Chemical,C30H37NO4,,OOLLAFOLCSJHRE-ZHAKMVSLSA-N,,25/07/2019 11:55,06/09/2023 13:42,SUB30470,1,YF7V70N02B,"InChI=1S/C30H37NO4/c1-18(32)30(35-19(2)33)15-14-27-25-12-8-21-16-23(34)11-13-24(21)28(25)26(17-29(27,30)3)20-6-9-22(10-7-20)31(4)5/h6-7,9-10,16,25-27H,8,11-15,17H2,1-5H3/t25-,26+,27-,29-,30-/m0/s1",CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
803,803,ULIPRISTAL ACETATE,683,ULIPRISTAL ACETATE,Chemical,C30H37NO4,,OOLLAFOLCSJHRE-ZHAKMVSLSA-N,,25/07/2019 11:55,06/09/2023 13:42,SUB30470,1,YF7V70N02B,"InChI=1S/C30H37NO4/c1-18(32)30(35-19(2)33)15-14-27-25-12-8-21-16-23(34)11-13-24(21)28(25)26(17-29(27,30)3)20-6-9-22(10-7-20)31(4)5/h6-7,9-10,16,25-27H,8,11-15,17H2,1-5H3/t25-,26+,27-,29-,30-/m0/s1",CC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)OC(=O)C
804,804,OLANZAPINE,684,OLANZAPINE,Chemical,C17H20N4S,,KVWDHTXUZHCGIO-UHFFFAOYSA-N,,25/07/2019 11:55,22/12/2023 11:50,SUB09426MIG,1,N7U69T4SZR,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
805,805,OLANZAPINE,685,OLANZAPINE,Chemical,C17H20N4S,,KVWDHTXUZHCGIO-UHFFFAOYSA-N,,25/07/2019 11:55,22/12/2023 11:50,SUB09426MIG,1,N7U69T4SZR,"InChI=1S/C17H20N4S/c1-12-11-13-16(21-9-7-20(2)8-10-21)18-14-5-3-4-6-15(14)19-17(13)22-12/h3-6,11,19H,7-10H2,1-2H3",CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C
806,806,ILOPROST TROMETAMOL,686,ILOPROST TROMETAMOL,Chemical,C22H32O4.C4H11NO3,,KZSSWXACMCYLBM-RMWNCEGRSA-N,,25/07/2019 11:55,08/09/2023 14:15,SUB14185MIG,1,807T91913V,"InChI=1S/C22H32O4.C4H11NO3/c1-3-4-7-15(2)20(23)11-10-18-19-13-16(8-5-6-9-22(25)26)12-17(19)14-21(18)24;5-4(1-6,2-7)3-8/h8,10-11,15,17-21,23-24H,5-7,9,12-14H2,1-2H3,(H,25,26);6-8H,1-3,5H2/b11-10+,16-8+;/t15?,17-,18+,19-,20+,21+;/m0./s1",CC#CCC(C)[C@@H](/C=C/[C@H]1[C@@H](C[C@H]2[C@@H]1C/C(=C/CCCC(=O)O)/C2)O)O.C(C(CO)(CO)N)O
807,807,GLIBENCLAMIDE,687,GLIBENCLAMIDE,Chemical,C23H28ClN3O5S,,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,,25/07/2019 11:55,18/12/2023 14:21,SUB07916MIG,1,SX6K58TVWC,"InChI=1S/C23H28ClN3O5S/c1-32-21-12-9-17(24)15-20(21)22(28)25-14-13-16-7-10-19(11-8-16)33(30,31)27-23(29)26-18-5-3-2-4-6-18/h7-12,15,18H,2-6,13-14H2,1H3,(H,25,28)(H2,26,27,29)",COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
808,808,CHOLIC ACID,688,CHOLIC ACID,Chemical,C24H40O5,,BHQCQFFYRZLCQQ-OELDTZBJSA-N,,25/07/2019 11:55,17/05/2023 13:25,SUB13348MIG,1,G1JO7801AE,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)O)C
809,809,RIVASTIGMINE HYDROGEN TARTRATE,689,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
810,810,RIVASTIGMINE HYDROGEN TARTRATE,690,RIVASTIGMINE HYDROGEN TARTRATE,Chemical,C14H22N2O2.C4H6O6,,GWHQHAUAXRMMOT-MBANBULQSA-N,,25/07/2019 11:55,13/09/2023 13:48,SUB04257MIG,1,9IY2357JPE,"InChI=1S/C14H22N2O2.C4H6O6/c1-6-16(5)14(17)18-13-9-7-8-12(10-13)11(2)15(3)4;5-1(3(7)8)2(6)4(9)10/h7-11H,6H2,1-5H3;1-2,5-6H,(H,7,8)(H,9,10)/t11-;1-,2-/m01/s1",CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
811,811,IBRUTINIB,691,IBRUTINIB,Chemical,C25H24N6O2,,XYFPWWZEPKGCCK-GOSISDBHSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB120863,1,1X70OSD4VX,"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1",C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N
812,812,IBRUTINIB,692,IBRUTINIB,Chemical,C25H24N6O2,,XYFPWWZEPKGCCK-GOSISDBHSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB120863,1,1X70OSD4VX,"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1",C=CC(=O)N1CCC[C@H](C1)N2C3=NC=NC(=C3C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)N
813,813,LENALIDOMIDE,693,LENALIDOMIDE,Chemical,C13H13N3O3,,GOTYRUGSSMKFNF-UHFFFAOYSA-N,,25/07/2019 11:55,19/12/2023 14:02,SUB25389,1,F0P408N6V4,"InChI=1S/C13H13N3O3/c14-9-3-1-2-7-8(9)6-16(13(7)19)10-4-5-11(17)15-12(10)18/h1-3,10H,4-6,14H2,(H,15,17,18)",C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
814,814,RISDIPLAM,694,RISDIPLAM,Chemical,C22H23N7O,,ASKZRYGFUPSJPN-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB193759,1,76RS4S2ET1,"InChI=1S/C22H23N7O/c1-14-9-18(26-29-11-15(2)24-21(14)29)17-10-20(30)28-12-16(3-4-19(28)25-17)27-8-7-23-22(13-27)5-6-22/h3-4,9-12,23H,5-8,13H2,1-2H3",CC1=CC(=NN2C1=NC(=C2)C)C3=CC(=O)N4C=C(C=CC4=N3)N5CCNC6(C5)CC6
815,815,BRIGATINIB,695,BRIGATINIB,Chemical,C29H39ClN7O2P,,AILRADAXUVEEIR-UHFFFAOYSA-N,,25/07/2019 11:55,01/08/2023 06:31,SUB184911,1,HYW8DB273J,"InChI=1S/C29H39ClN7O2P/c1-35-15-17-37(18-16-35)21-11-13-36(14-12-21)22-9-10-24(26(19-22)39-2)33-29-31-20-23(30)28(34-29)32-25-7-5-6-8-27(25)40(3,4)38/h5-10,19-21H,11-18H2,1-4H3,(H2,31,32,33,34)",CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC
816,816,TOBRAMYCIN,696,TOBRAMYCIN,Chemical,C18H37N5O9,,NLVFBUXFDBBNBW-PBSUHMDJSA-N,,25/07/2019 11:55,21/12/2023 10:36,SUB11134MIG,1,VZ8RRZ51VK,"InChI=1S/C18H37N5O9/c19-3-9-8(25)2-7(22)17(29-9)31-15-5(20)1-6(21)16(14(15)28)32-18-13(27)11(23)12(26)10(4-24)30-18/h5-18,24-28H,1-4,19-23H2/t5-,6+,7+,8-,9+,10+,11-,12+,13+,14-,15+,16-,17+,18+/m0/s1",C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)N)O)O)O[C@@H]3[C@@H](C[C@@H]([C@H](O3)CN)O)N)N
817,817,L-ARGININE HYDROCHLORIDE,697,L-ARGININE HYDROCHLORIDE,Chemical,C6H14N4O2.ClH,,KWTQSFXGGICVPE-WCCKRBBISA-N,Duplicate of 100000085170/SUB00579MIG,25/07/2019 11:55,21/06/2023 12:12,SUB22706,0,,"InChI=1S/C6H14N4O2.ClH/c7-4(5(11)12)2-1-3-10-6(8)9;/h4H,1-3,7H2,(H,11,12)(H4,8,9,10);1H/t4-;/m0./s1",C(C[C@@H](C(=O)O)N)CN=C(N)N.Cl
818,818,L-LYSINE HYDROCHLORIDE,697,L-LYSINE HYDROCHLORIDE,Chemical,,,BVHLGVCQOALMSV-JEDNCBNOSA-N,Duplicate of 100000089937/SUB14397MIG,25/07/2019 11:55,11/10/2023 08:27,SUB127503,0,,"InChI=1S/C6H14N2O2.ClH/c7-4-2-1-3-5(8)6(9)10;/h5H,1-4,7-8H2,(H,9,10);1H/t5-;/m0./s1",C(CCN)C[C@@H](C(=O)O)N.Cl
819,819,TAFAMIDIS MEGLUMINE,698,TAFAMIDIS MEGLUMINE,Chemical,C14H7Cl2NO3.C7H17NO5,,DQJDBUPLRMRBAB-WZTVWXICSA-N,,25/07/2019 11:55,13/09/2023 14:06,SUB31457,1,ZU7CF08A1A,"InChI=1S/C14H7Cl2NO3.C7H17NO5/c15-9-3-8(4-10(16)6-9)13-17-11-2-1-7(14(18)19)5-12(11)20-13;1-8-2-4(10)6(12)7(13)5(11)3-9/h1-6H,(H,18,19);4-13H,2-3H2,1H3/t;4-,5+,6+,7+/m.0/s1",CNC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O.C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl
820,820,TAFAMIDIS,699,TAFAMIDIS,Chemical,C14H7Cl2NO3,,TXEIIPDJKFWEEC-UHFFFAOYSA-N,,25/07/2019 11:55,13/09/2023 14:06,SUB33016,1,8FG9H9D31J,"InChI=1S/C14H7Cl2NO3/c15-9-3-8(4-10(16)6-9)13-17-11-2-1-7(14(18)19)5-12(11)20-13/h1-6H,(H,18,19)",C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl
