,Value_x,Value_z
2782,IRON OXIDE,COLLOIDAL ANHYDROUS SODIUM STEARYL FUMARATE  METHACRYLIC ACID - METHYL METHACRYLATE COPOLYMER (1:1)  METHACRYLIC ACID - ETHYL ACRYLATE COPOLYMER (1:1) DISPERSION 30 PER CENT TALC  TRIETHYL CITRATE POLYSORBATE 80 GLYCEROL MONOSTEARATE 40-55  CAPSULE GELATIN TITANIUM DIOXIDE (E171) YELLOW IRON OXIDE (E172) BRILLIANT BLUE FCF (E133)  CAPSULE INK SHELLAC GLAZE BLACK IRON OXIDE (E172) MEDICINAL PRODUCT NO LONGER AUTHORISED
2783,LACTOSE MONOHYDRATE,LACTOSE MONOHYDRATE
2784,"SILICON DIOXIDE, ANHYDROUS",COLLOIDAL SILICON DIOXIDE [E551]
2785,HYDROCHLORIC ACID,HYDROCHLORIC ACID (TO ADJUST THE PH)
2786,BLANK,SEALING BAND
2787,SHELLAC,SHELLAC (E904)
2788,BLANK,ALKINDI 2 MG CAPSULES (GREEN INK)
2789,FRUCTOSE,FRUCTOSE
2790,GLYCOL MONOSTEARATE,GLYCOLMONOSTEARATE
2791,CARMELLOSE SODIUM,CARMELLOSE SODIUM
2792,CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM
2793,TITANIUM DIOXIDE,TITANIUM DIOXIDE
2794,PRINTING INK,BLACK INK (IMNOVID 1 MG HARD CAPSULES)
2795,SODIUM SACCHARIN,SACCHARIN SODIUM
2796,BLANK,GAMETES.
2797,TITANIUM DIOXIDE,TITANIUM DIOXIDE (E171)
2798,PARAFFIN,PARAFFIN (E905)
2799,SODIUM CHLORIDE,SODIUM CHLORIDE ETHANOL
2800,SODIUM BENZOATE,SODIUM BENZOATE (E211) SODIUM CITRATE
2801,BLANK,NEPARVIS 6 MG/6 MG GRANULES IN CAPSULES FOR OPENING
2802,IRON OXIDE,IRON OXIDE (E 172) (RED
2803,IRON OXIDE,IRON OXIDE YELLOW
2804,AMMONIUM GLYCYRRHIZATE,MONOAMMONIUM GLYCYRRHIZINATE
2805,FLAVOUR,BANANA FLAVOUR
2806,ETHANOL,ANHYDROUS ETHANOL – SEE LEAFLET FOR FURTHER INFORMATION
2807,ASPARTAME,ASPARTAME (E951)
2808,BLANK,NEPARVIS 15 MG/16 MG GRANULES IN CAPSULES FOR OPENING
2809,LACTOSE MONOHYDRATE,TABLET CORE  LACTOSE MONOHYDRATE CELLULOSE
2810,BENZOIC ACID,BENZOIC ACID [E210]
2811,ETHANOL,POWDER  NO EXCIPIENTS.  SOLVENT ETHANOL
2812,IRON OXIDE,BLACK IRON OXIDE (E172)
2813,BLANK,Unsuccessful
2814,BLANK,CAPSULE SHELL COMPONENT
2815,MAGNESIUM STEARATE,MAGNESIUM STEARATE [E470B]
2816,BLANK,AKEEGA 50 MG/500 MG FILM-COATED TABLETS
2817,METHYLCELLULOSE,METHYLCELLULOSE (E461)
2818,HYDROXY PROPYL CELLULOSE (LOW SUBSTITUTED),LOW-SUBSTITUTED HYDROXYPROPYL CELLULOSE (E463)
2819,FLAVOUR,MASKING FLAVOUR
2820,POLYETHYLENE GLYCOL,MACROGOL 6 000
2821,IRON OXIDE,IRON OXIDE RED (E 172) (VAFSEO 450 MG FILM-COATED TABLETS)
2822,SODIUM CITRATE DIHYDRATE,SODIUM CITRATE DIHYDRATE (E311)
2823,SIMETHICONE,SIMETICONE EMULSION 30%
2824,SUCRALOSE,SUCRALOSE
2825,MEDIUM CHAIN TRIGLYCERIDES,MEDIUM CHAIN TRIGLYCERIDES
2826,PRINTING INK,ALKINDI 0.5 MG CAPSULES (RED INK)
2827,OPADRY,OPADRY II 85F105080 BLUE CONTAINING POLYVINYL ALCOHOL [E1203]
2828,SIMETHICONE,30 % (CONTAINING SIMETHICONE
2829,PRINTING INK,EDIBLE PRINTING INK
2830,BLANK,LIQUID (CRYSTALLISING)
2831,SODIUM STEARYL FUMARATE,SODIUM STEARYL FUMARATE
2832,BLANK,BRINTELLIX 5 MG FILM-COATED TABLETS
2833,BLANK,BRINTELLIX 20 MG FILM-COATED TABLETS
2834,FLAVOUR,STRAWBERRY FLAVOUR LIQUID
2835,SODIUM LAURIL SULFATE,CAPSULE CORE: SODIUM LAURYL SULFATE
2836,HYDROGENATED SOY PHOSPHATIDYLCHOLINE,HYDROGENATED (SOYA BEAN) (HSPC)
2837,BLANK,HYCAMTIN 1 MG HARD CAPSULES
2838,BLANK,ALKINDI 1 MG CAPSULES (BLUE INK)
2839,BLANK,AND
2840,MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE [E460]
2841,BLANK,PG. 21
2842,POLYETHYLENE GLYCOL,[E1521]
2843,TITANIUM DIOXIDE,TITANIUM DIOXIDE [E171]
2844,BLANK,SUCCINATE).
2845,OLEIC ACID,OLEIC ACID
2846,SULFURIC ACID,(E210) AND SULFURIC ACID (E513).
2847,BLANK,6
2848,MAGNESIUM STEARATE,AND MAGNESIUM STEARATE
2849,TROLAMINE,TROLAMINE
2850,BLANK,POLYETHYLENE
2851,IRON OXIDE,BLACK IRON OXIDE
2852,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,TOCOFERSOLAN (VITAMIN E POLYETHYLENE GLYCOL SUCCINATE /D Α-TOCOPHERYL POLYETHYLENE GLYCOL
2853,PRINTING INK,ALKINDI 5 MG CAPSULES (GREY INK)
2854,PRINTING INK,WHITE INK (IMNOVID ALL HARD CAPSULE STRENGTHS)
2855,BLANK,ENTRESTO 15 MG/16 MG GRANULES IN CAPSULES FOR OPENING
2856,BLANK,CAMZYOS 15 MG HARD CAPSULES
2857,WATER,30% CONTAINING PURIFIED WATER
2858,BLANK,AKEEGA 100 MG/500 MG FILM-COATED TABLETS
2859,SODIUM CITRATE DIHYDRATE,SODIUM CITRATE DIHYDRATE
2860,CROSCARMELLOSE SODIUM,CAPSULE CONTENT CROSCARMELLOSE SODIUM SILICA
2861,PARAFFIN,WHITE SOFT) (E321)
2862,MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE
2863,POLYVINYLPYRROLIDONE-VINYL ACETATE COPOLYMER,POLYVINYLPYRROLIDONE/VINYL ACETATE COPOLYMER
2864,BLANK,08-Apr
2865,PHOSPHATIDYLCHOLINE,PHOSPHATIDYLCHOLINE
2866,BLANK,VANFLYTA 17.7 MG FILM-COATED TABLETS
2867,IRON OXIDE,RED IRON OXIDE
2868,BLANK,BRINTELLIX 10 MG FILM-COATED TABLETS
2869,AMMONIUM HYDROXIDE,AMMONIUM HYDROXIDE
2870,TALC,TALC [E553B] AND BRILLIANT BLUE FCF ALUMINIUM LAKE [E133]
2871,CHOLEST-5-EN-3-OL,CHOLEST-5-EN-3Β-OL
2872,INDIGO CARMINE,AND INDIGOCARMIN (E132)
2873,GLYCEROL MONOSTEARATE,GLYCEROL MONOSTEARATE
2874,CALCIUM HYDROGEN PHOSPHATE,CALCIUM HYDROGEN PHOSPHATE (E341)
2875,BLANK,ENTRESTO 6 MG/6 MG GRANULES IN CAPSULES FOR OPENING
2876,IRON OXIDE,YELLOW IRON OXIDE (E 172) (VAFSEO 300 MG FILM-COATED TABLETS)
2877,BLANK,FERROSOFERRIC OXIDE (E 172) (VAFSEO 450 MG FILM-COATED TABLETS)
2878,SUCROSE,SUCROSE
2879,POLYVINYL ACETATE,POLY(VINYL ACETATE)
2880,BLANK,CAMZYOS 5 MG HARD CAPSULES
2881,MACROGOL POLY (VINYL ALCOHOL) GRAFTED COPOLYMER,MACROGOL POLY (VINYL ALCOHOL) GRAFTED COPOLYMER
2882,POLYSORBATE,POLYSORBATE 65 (E436)
2883,IRON OXIDE,YELLOW IRON OXIDE
2884,DISODIUM EDETATE,DISODIUM EDETATE (E385)
2885,AMMONIA,AMMONIA SOLUTION (CONCENTRATED)
2886,FLAVOUR,ORANGE FLAVOUR
2887,BLANK,CAMZYOS 2.5 MG HARD CAPSULES
2888,SODIUM LAURIL SULFATE,SODIUM LAURILSULFATE.
2889,GLYCEROL MONOSTEARATE,GLYCERYL MONOSTEARATE
2890,INDIGO CARMINE,INDIGOCARMIN (E132)
2891,BLANK,PHARMACEUTICAL PARTICULARS
2892,GLYCEROL TRIACETATE,TRIACETIN
2893,WATER,ANHYDROUS POLYSORBATE 80 SODIUM DIHYDROGEN PHOSPHATE DIHYDRATE DISODIUM HYDROGEN PHOSPHATE DODECAHYDRATE WATER FOR INJECTIONS
2894,2-DISTEAROYL- GLYCERO-3-PHOSPHOETHANOLAMINE,2-DISTEAROYL-SN-GLYCERO-3 PHOSPHOETHANOLAMINE
2895,FLAVOUR,ARTIFICIAL CHERRY FLAVOUR (CONTAINS PROPYLENE GLYCOL (E1520)
2896,BLANK,HYCAMTIN 0.25 MG HARD CAPSULES
2897,BLANK,BRINTELLIX 15 MG FILM-COATED TABLETS
2898,BLANK,VANFLYTA 26.5 MG FILM-COATED TABLETS
2899,MAGNESIUM STEARATE,MAGNESIUM STEARATE
2900,CROSPOVIDONE,CROSPOVIDONE
2901,CROSPOVIDONE,CROSPOVIDONE
2902,IRON OXIDE,IRON OXIDE (E 172) (YELLOW)
2903,FLAVOUR,ARTIFICIAL CHERRY FLAVOUR (INCLUDING PROPYLENE GLYCOL [E1520] AND BENZYL ALCOHOL [E1519])
2904,BLANK,LUSTERING AGENT
2905,TITANIUM DIOXIDE,AND TITANIUM DIOXIDE (E171)
2906,PROPYLENE GLYCOL,21 PROPYLENE GLYCOL (E1520) AMMONIUM HYDROXIDE 28%
2907,CROSPOVIDONE,CROSPOVIDONE [E1202]
2908,HYDROXYETHYLCELLULOSE,HYDROXYETHYLCELLULOSE LACTIC ACID
2909,BLANK,CAMZYOS 10 MG HARD CAPSULES
2910,POLYGLUCOSE SORBITOL CARBOXYMETHYLETHER,POLYGLUCOSE-SORBITOL CARBOXYMETHYLETHER (PSC)
2911,BLANK,LIQUID LIGHT
2912,GLYCEROL MONOSTEARATE,SELF -EMULSIFYING GLYCERYL STEARATE
2913,POLYETHYLENE GLYCOL,MACROGOL 4 000
2914,IRON OXIDE,IRON OXIDE (E 172) (YELLOW
